Time Step,Current Speed,Target Speed
0.05,57.10643889434912,41.879917108429034
0.05,57.27003621603142,108
0.05,57.158742360179076,41.88663580670071
0.05,57.19638335382396,108
0.05,56.75829622839284,108
0.05,57.01765124153415,108
0.05,56.925891804200944,108
0.05,57.05997840379767,108
0.05,57.38271400219196,108
0.05,57.094836159340296,41.90386059671721
0.05,57.38174102497227,108
0.05,57.31931358314994,108
0.05,57.82383604469735,41.9089829598432
0.05,57.27553046773653,41.91045237455061
0.05,56.24145916482802,41.911829102337904
0.05,55.829243207503126,108
0.05,55.696635228619044,41.914297693380036
0.05,55.70512025393428,41.91540638089667
0.05,55.11614366294221,41.91643997908439
0.05,54.05181821066012,41.917397923205094
0.05,52.91331040229376,41.91829056085589
0.05,52.784566874726636,41.91912150471154
0.05,52.83544048828851,41.919893824421315
0.05,52.42221875124928,41.92061483452597
0.05,51.62541372156412,41.921287846629625
0.05,50.13037025487239,41.92190917887004
0.05,49.48019668517315,41.92248958205474
0.05,48.37474738611519,41.92303195321917
0.05,47.66551208799134,41.923536576255124
0.05,46.926407351043316,41.92400695124688
0.05,46.216813763766886,41.924443065903105
0.05,45.89004376628419,41.9248240663341
0.05,45.621163333781375,41.92518456616867
0.05,44.609113364521576,41.925517595164315
0.05,44.55578419604936,41.92583002190543
0.05,44.314010991639236,41.92612193296664
0.05,43.10674493355125,41.9263894611612
0.05,42.519058560200314,41.926640272780894
0.05,42.05629651148532,41.92687370878205
0.05,42.06829570674743,41.92709351599276
0.05,41.95917556014277,41.92729272910214
0.05,41.45472681522125,41.92748834858356
0.05,41.756840273373534,41.92766338281546
0.05,42.002058121633056,41.927831629243315
0.05,41.05787364197715,41.927982694646225
0.05,40.80801525943227,41.9281234578287
0.05,40.66808808695206,41.92825744261207
0.05,40.485403690015495,41.92838447086643
0.05,40.715758042617004,41.92849434383944
0.05,40.70975423502393,41.92860413334794
0.05,40.392304356452804,41.9287038000833
0.05,40.2665766398573,41.928792977331135
0.05,40.402210877894234,41.9288788217364
0.05,40.71966713466951,41.92896808775307
0.05,40.65928725911238,41.92904018389408
0.05,40.751640851039774,41.92910541221594
0.05,40.060293376620734,41.92917064042852
0.05,40.58317773650689,41.92923587093676
0.05,39.903477577027374,41.929284023344366
0.05,39.8202202184859,41.929328654111636
0.05,39.35250901676361,41.92937320917339
0.05,39.714031239264315,41.92941802973949
0.05,39.85767258799145,41.92945905560127
0.05,39.31583581508123,41.929503709927204
0.05,39.72273444464277,41.92954852372379
0.05,39.12720537233149,41.92959306832779
0.05,38.9213314391695,41.92962046711846
0.05,38.6841591191785,41.929641084788884
0.05,39.07458832410515,41.92966177582563
0.05,38.84697601325106,41.929685808273334
0.05,39.136030066222226,41.9297063284167
0.05,39.23425702750262,41.929730464299446
0.05,38.98350670398422,41.929750977715884
0.05,39.670720146207316,41.92977158587496
0.05,39.361640418462656,41.92979588559016
0.05,39.32492106655541,41.929816396467
0.05,39.26409040934687,41.9298403749459
0.05,38.98929965789252,41.92986100847825
0.05,39.77736609204993,41.92988162927122
0.05,39.82083669388825,41.92989203331877
0.05,39.684999102097784,41.92989548314386
0.05,39.85571810636827,41.92991258876198
0.05,40.35140108067115,108
0.05,40.336630296632926,108
0.05,40.00512378610468,108
0.05,40.69977158968234,108
0.05,40.63052634372616,108
0.05,41.398974862537486,108
0.05,41.017844847167844,108
0.05,41.620626993020394,108
0.05,42.241285200984,108
0.05,42.36363627970621,108
0.05,42.843874850004504,108
0.05,42.67978753723051,108
0.05,42.7835882461501,108
0.05,43.151979966168874,108
0.05,43.85524819555143,108
0.05,44.09805211100575,108
0.05,44.25737471254295,108
0.05,44.74032269824126,108
0.05,44.908888239714756,108
0.05,45.16032514815185,108
0.05,45.179591915053706,108
0.05,45.78182583188851,108
0.05,45.817967242956165,108
0.05,46.52080550436664,108
0.05,46.59631275033347,108
0.05,46.60526407889005,108
0.05,46.584244967778204,108
0.05,46.59988746113392,108
0.05,46.434830819297694,108
0.05,46.504825690882775,108
0.05,46.13805037615208,108
0.05,46.664311154641965,108
0.05,46.13077172105691,108
0.05,46.211335225773034,108
0.05,45.89286494610099,108
0.05,45.91026288388009,108
0.05,45.82264369519838,108
0.05,46.02901275704342,108
0.05,46.15808526591491,108
0.05,46.71722177095248,108
0.05,46.53130946339987,108
0.05,46.39948220928436,108
0.05,47.095963871265425,108
0.05,47.280500137432455,108
0.05,47.45786846793793,108
0.05,47.47338454108996,108
0.05,47.92928102458355,108
0.05,48.0987570529274,108
0.05,48.52522178421701,108
0.05,48.556533289276096,108
0.05,48.67448846340347,108
0.05,49.11984876035274,108
0.05,49.36206211221245,108
0.05,49.609922290506155,108
0.05,49.79767247044609,108
0.05,49.43134487138315,108
0.05,50.11571936150009,108
0.05,50.33688111549564,108
0.05,50.612627688865274,108
0.05,50.87934129400581,108
0.05,51.04118270863314,108
0.05,51.51715837990606,108
0.05,51.62048223508833,108
0.05,51.49411553673355,108
0.05,52.04435170234961,108
0.05,52.407538330776354,48.17218078195997
0.05,52.57530577002973,108
0.05,52.592108048530385,48.50199988876994
0.05,52.663855668917606,108
0.05,52.28560609954767,108
0.05,52.35727161211181,108
0.05,51.70315858036562,108
0.05,52.57522785399023,108
0.05,52.83452038162637,49.62827250551434
0.05,52.93086055559004,108
0.05,53.03547752977399,108
0.05,52.576700767228104,108
0.05,52.776109258291704,108
0.05,52.538386012174875,108
0.05,53.02325172486745,108
0.05,53.45461135050072,108
0.05,53.48699888151688,108
0.05,53.974127694608995,108
0.05,53.93549302229096,51.57395670911901
0.05,54.17906061830538,51.76723525609875
0.05,54.61154289831792,108
0.05,54.41086469937574,108
0.05,54.50340557185621,108
0.05,54.60860289799408,108
0.05,54.48613253148359,108
0.05,54.8212178147738,108
0.05,54.923592226067626,108
0.05,55.69940163795457,108
0.05,55.56921629184992,108
0.05,55.58850736979419,108
0.05,55.879485593819766,108
0.05,56.19556512373396,108
0.05,56.40004992308774,108
0.05,56.738396767393695,108
0.05,56.78002696489454,108
0.05,57.39359890387862,108
0.05,57.1864095782107,108
0.05,57.304997193450355,108
0.05,57.61534704230979,108
0.05,57.77345538051825,108
0.05,58.227242350449295,108
0.05,58.277192782901714,108
0.05,58.354172040614586,108
0.05,58.70330020109013,108
0.05,58.7144851292577,49.97996274354966
0.05,59.24372413343759,108
0.05,59.226509532123416,108
0.05,58.970307481851975,108
0.05,58.909110688993245,108
0.05,59.309870225850375,49.03613735472343
0.05,59.566942859304575,108
0.05,59.959223334555865,108
0.05,59.67888127236157,108
0.05,59.433264306836676,108
0.05,59.61600405204939,48.14735433008968
0.05,60.321390275865,47.9801650375624
0.05,60.03629763893918,47.81658763648181
0.05,58.99954828407098,47.65656706155264
0.05,58.432633925334756,108
0.05,57.87561132028979,108
0.05,57.63856327010454,108
0.05,57.95945841029293,47.051047827485085
0.05,57.521783979557135,46.90798085575845
0.05,56.98303563527331,46.7681238716622
0.05,56.28825603773872,46.631391261724424
0.05,55.60081306636564,46.497727497872084
0.05,54.119887902810234,46.36705812276605
0.05,52.9478368131313,46.23933099271908
0.05,52.402461659762544,46.114477323266364
0.05,52.11709864792812,46.05062911081728
0.05,51.33238382653334,46.0069649169427
0.05,50.65473326645707,45.963404085426056
0.05,50.64015183784845,45.91991493169955
0.05,49.40687797017407,45.87648101285177
0.05,48.47929563204737,45.83309523033746
0.05,48.853933777423705,45.78974693468087
0.05,48.470313659996904,45.746446827404434
0.05,47.56417915550044,45.70320498174523
0.05,47.4030533797287,45.66000118889636
0.05,47.526312076159385,45.45598357108827
0.05,46.6534655832085,45.178940441871674
0.05,46.08258107920323,44.954137865522156
0.05,45.753634809283575,44.76740304446174
0.05,45.679405343477534,44.60669239951894
0.05,45.55611726275322,44.46399296529773
0.05,44.57699673161277,44.33404070979294
0.05,44.15832963183171,44.21338936491872
0.05,44.15509321590917,44.09977979789409
0.05,43.519779761170874,43.9917042486426
0.05,43.51457586115299,43.88818169666669
0.05,43.06719165852067,108
0.05,42.72021662704987,43.692321555604536
0.05,42.04502758763802,43.599208434101016
0.05,42.03706618110003,43.50896191068181
0.05,41.71110228284037,43.421410514660025
0.05,41.71464031518466,43.336427085471676
0.05,41.58408965708622,43.25389527443865
0.05,41.74215268445384,43.173728749913586
0.05,41.56490724073805,43.09584200878147
0.05,41.838010695494475,108
0.05,41.849026997537216,108
0.05,42.46827642760324,60.41891776904222
0.05,42.59447945279898,108
0.05,42.080029388873335,108
0.05,42.44678874409358,108
0.05,42.388251097485295,108
0.05,43.1096271110359,108
0.05,43.238212429541456,108
0.05,43.5353106591603,108
0.05,43.963932242671355,108
0.05,44.080849770338936,108
0.05,43.82417656837446,108
0.05,44.56167686321814,108
0.05,45.08433831134951,108
0.05,45.03809098818355,42.1108081652457
0.05,45.073412220226906,108
0.05,45.756463454867806,108
0.05,46.18372569692592,108
0.05,46.06845654322983,41.927565549085834
0.05,45.83550821515302,41.884962203327426
0.05,45.750442686521794,41.843574525471
0.05,46.088505916436354,41.80336079849034
0.05,46.25236700572745,108
0.05,46.15112594352092,108
0.05,46.468233295356605,41.68943881126061
0.05,46.58945097190837,108
0.05,46.311465695022136,108
0.05,46.49184629600993,108
0.05,46.79064467281789,108
0.05,47.034411205972965,108
0.05,47.107748903164975,108
0.05,47.197322918130574,41.45910555845077
0.05,47.7867920964339,41.42983381937583
0.05,47.3045493241585,108
0.05,46.698304448961885,108
0.05,46.79426661087423,108
0.05,46.80985383174758,108
0.05,46.74747164845404,108
0.05,47.10360316908669,108
0.05,46.99833637731482,41.247106442717936
0.05,46.96797410521213,108
0.05,47.42449080421862,108
0.05,47.09404648890103,108
0.05,47.14065071599876,108
0.05,47.390583256601076,108
0.05,47.6890109203699,108
0.05,47.7303114433408,108
0.05,48.18409774999302,108
0.05,48.22528319259626,108
0.05,47.860044664061256,108
0.05,47.49758389623221,108
0.05,47.56003799685437,108
0.05,47.61841471225872,108
0.05,47.59464667728368,108
0.05,47.10816918055118,108
0.05,46.93365281338838,108
0.05,46.76449216066368,108
0.05,46.7820518803766,108
0.05,46.77978898767411,108
0.05,47.4183693191754,108
0.05,47.420063178340015,108
0.05,47.76937909215974,108
0.05,47.99125079329479,108
0.05,48.02587116801985,108
0.05,48.68877377617954,108
0.05,48.80420929049277,108
0.05,49.28109126331026,108
0.05,49.067097216055146,108
0.05,49.495795487462786,108
0.05,49.183285425525895,108
0.05,50.249213386180415,108
0.05,49.73081703898888,108
0.05,50.022156683508406,108
0.05,50.32063313457154,108
0.05,50.200473561072975,108
0.05,51.092023042377974,108
0.05,51.1365438665075,108
0.05,51.33759014788409,108
0.05,51.35058829362293,108
0.05,51.686279770733975,108
0.05,51.89756884262337,108
0.05,51.8992972285099,108
0.05,52.348178070615916,108
0.05,52.451753418332245,108
0.05,52.800843305897715,108
0.05,53.266298252491545,108
0.05,53.36727039936689,108
0.05,53.34360056029242,108
0.05,53.689975040813046,108
0.05,53.91301440642142,108
0.05,54.33678590829018,108
0.05,54.23549289955816,108
0.05,54.43611791428891,108
0.05,54.827098000577756,108
0.05,55.29019129417649,108
0.05,55.45057292651837,108
0.05,55.55477478462834,108
0.05,55.654746507703834,108
0.05,56.04015508683477,108
0.05,55.77394648088319,108
0.05,56.112491490903686,108
0.05,56.36359775827679,108
0.05,56.594678924318096,108
0.05,56.740918152461155,108
0.05,57.078496390015275,108
0.05,57.189057915359896,108
0.05,57.595401160554204,108
0.05,57.40144282409869,108
0.05,58.0033551210475,108
0.05,58.07772944948542,108
0.05,58.04753432172274,108
0.05,58.783902981167145,108
0.05,59.04691749308107,108
0.05,59.055503819127495,108
0.05,59.32388606358638,108
0.05,59.62548264877168,108
0.05,59.31328840958597,108
0.05,59.46432588276528,108
0.05,60.00992626858493,108
0.05,60.1924291604252,108
0.05,60.555470181138375,108
0.05,60.58790789942845,108
0.05,61.1375615461838,108
0.05,60.68964929509008,108
0.05,61.236416752997634,108
0.05,61.17758446062717,108
0.05,61.30950935826783,108
0.05,61.92331095657466,108
0.05,61.589113310407726,108
0.05,62.42603304553781,108
0.05,62.046064215907855,108
0.05,62.586100916098886,108
0.05,63.003821405324096,108
0.05,62.916581955899304,108
0.05,63.063688896452774,108
0.05,63.17308409872865,108
0.05,63.57632628577412,108
0.05,63.88130010713368,108
0.05,64.1830872499711,108
0.05,64.24527398021614,108
0.05,64.21979698684733,108
0.05,64.69402420277045,108
0.05,64.86193985801195,108
0.05,64.78111411881629,108
0.05,65.42069857264103,108
0.05,65.51216212836538,108
0.05,65.52443916787368,108
0.05,65.98010839127814,108
0.05,66.0835862910034,108
0.05,66.05100675876874,108
0.05,66.24190734376339,108
0.05,66.46716112300622,108
0.05,66.90636555093975,108
0.05,66.85734023088061,108
0.05,66.89995098078147,108
0.05,67.53928818400317,108
0.05,67.62456281887596,108
0.05,67.70199369647808,108
0.05,68.13180374432795,108
0.05,68.10511392502275,108
0.05,68.43091494235358,108
0.05,68.61313862701292,108
0.05,68.62864552922417,108
0.05,68.41973733646496,108
0.05,69.09813495324644,108
0.05,69.70259401741896,108
0.05,69.52432192426053,108
0.05,69.71311963078921,108
0.05,69.77076515094333,108
0.05,70.11702946033799,108
0.05,70.34520106534876,108
0.05,70.35957219371954,108
0.05,69.84382925137443,108
0.05,70.93326364493275,108
0.05,71.09569113652744,108
0.05,71.0803477554224,108
0.05,70.81698387028027,108
0.05,71.39514434154157,108
0.05,71.52001032796628,108
0.05,71.82328089885895,108
0.05,71.98210885937462,108
0.05,72.09818606880647,108
0.05,72.34263270529965,108
0.05,72.44193184270034,108
0.05,72.93277452786648,108
0.05,72.4143427297352,108
0.05,73.14120873637499,108
0.05,73.49832637917423,108
0.05,73.58298926377614,108
0.05,73.80596224360494,108
0.05,73.80913899795813,108
0.05,74.20399618322388,108
0.05,73.94207621460392,108
0.05,74.337092728975,108
0.05,74.61875070159358,108
0.05,74.76560180402116,108
0.05,75.02457661445517,108
0.05,75.2753101143659,108
0.05,75.41137557853872,108
0.05,75.63295433766801,108
0.05,75.3191946710358,108
0.05,76.06127354012781,108
0.05,76.04537381872505,108
0.05,76.24765438973694,108
0.05,76.52451976171308,108
0.05,76.22925894564052,108
0.05,76.3970310551727,108
0.05,76.95553384569685,108
0.05,77.28830686715568,108
0.05,77.22048038205446,108
0.05,76.95971632756522,108
0.05,77.62315664008143,108
0.05,77.80365864773022,108
0.05,77.70838603982853,108
0.05,78.1379121750487,108
0.05,78.26971245160524,108
0.05,78.65971046818751,108
0.05,78.11833166109837,108
0.05,78.58441700587686,108
0.05,78.99985462276788,108
0.05,78.82149263074866,108
0.05,79.45528567795571,108
0.05,79.27930853478514,108
0.05,79.42063371898362,108
0.05,79.85701598620632,108
0.05,79.98152025638554,108
0.05,80.55777959754509,108
0.05,80.41285712239136,108
0.05,80.40784374257139,108
0.05,80.67343789010215,108
0.05,80.57853865710788,108
0.05,80.88007411753753,108
0.05,80.68053806733221,108
0.05,81.22321866982736,108
0.05,81.17144459372848,108
0.05,81.25961738871545,108
0.05,81.07085013774572,108
0.05,81.38023132087085,108
0.05,81.43517732606593,108
0.05,82.014304651293,108
0.05,82.00231945291803,108
0.05,81.98670816445107,108
0.05,82.56780605559672,108
0.05,83.00426591414521,108
0.05,82.93880302477467,108
0.05,83.21813374720826,108
0.05,83.0610742652979,108
0.05,83.37670472215942,108
0.05,83.67891394688995,108
0.05,83.66760789139656,108
0.05,83.52822549515108,108
0.05,84.22673735858089,108
0.05,84.09154323372258,108
0.05,84.38856168291676,108
0.05,84.34547035870827,108
0.05,84.58255787295558,108
0.05,84.79222238973725,108
0.05,85.14532216672931,108
0.05,85.10861186683876,108
0.05,85.6508381688879,108
0.05,85.59130630217547,108
0.05,85.27937490148837,108
0.05,85.96089356190485,108
0.05,86.06387183583094,108
0.05,86.14927585481023,108
0.05,86.00891582543578,108
0.05,86.25955492316396,108
0.05,86.39323490732669,108
0.05,86.69280838257203,108
0.05,86.67888408137256,108
0.05,86.84929707918522,108
0.05,87.14953775773847,108
0.05,87.32088500849069,108
0.05,86.96884451205909,108
0.05,87.3994406969332,108
0.05,87.61000002969193,108
0.05,87.58004452287062,108
0.05,87.48289685215343,108
0.05,87.5664542235075,108
0.05,87.74360156967637,108
0.05,88.07043191816692,108
0.05,88.00682900053913,108
0.05,88.31272999360463,108
0.05,88.35113717955242,108
0.05,88.65564636242017,108
0.05,88.94835209476989,108
0.05,88.69985589300211,108
0.05,88.95562567038154,108
0.05,89.42945496734195,108
0.05,89.50060818708698,108
0.05,89.32306775678629,108
0.05,89.29151492928308,108
0.05,90.09689808155287,108
0.05,89.35871720796163,108
0.05,89.8423398364288,108
0.05,90.41065369093609,108
0.05,90.3930013689009,108
0.05,90.45298051634052,108
0.05,90.79987605370445,108
0.05,90.70643113595187,108
0.05,90.92704501903577,108
0.05,91.22099718999094,108
0.05,91.42580556776433,108
0.05,91.05038917209122,108
0.05,91.3579860953067,108
0.05,91.41726016382061,108
0.05,91.8280646967016,108
0.05,92.15846496228814,108
0.05,92.10688379810873,108
0.05,92.32454706831007,108
0.05,92.46535514525839,108
0.05,92.51345692091503,108
0.05,92.56764493917909,108
0.05,92.75501681015317,108
